,Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear
65566,24469,JavaScript,,,,MacOS,MacOS,,
65567,24469,,,,,Windows,Windows,,
65568,24472,Bash/Shell/PowerShell,C#,PostgreSQL,PostgreSQL,Linux,Android,,ASP.NET
65569,24472,C++,F#,,,MacOS,Linux,,Vue.js
65570,24472,HTML/CSS,Kotlin,,,Windows,MacOS,,
65571,24472,JavaScript,Python,,,,Windows,,
65572,24472,Python,Rust,,,,,,
65573,24473,Assembly,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,Linux,Android,,Angular/Angular.js
65574,24473,Bash/Shell/PowerShell,Java,MySQL,MySQL,Windows,AWS,,jQuery
65575,24473,HTML/CSS,JavaScript,Oracle,Oracle,,Docker,,Ruby on Rails
65576,24473,Java,Ruby,PostgreSQL,PostgreSQL,,Google Cloud Platform,,Spring
65577,24473,JavaScript,SQL,,SQLite,,Heroku,,
65578,24473,PHP,TypeScript,,,,IBM Cloud or Watson,,
65579,24473,SQL,,,,,iOS,,
65580,24473,Other(s):,,,,,Linux,,
65581,24473,,,,,,MacOS,,
65582,24473,,,,,,Microsoft Azure,,
65583,24473,,,,,,Raspberry Pi,,
65584,24477,HTML/CSS,HTML/CSS,DynamoDB,Microsoft SQL Server,AWS,AWS,Ruby on Rails,Ruby on Rails
65585,24477,JavaScript,JavaScript,PostgreSQL,PostgreSQL,Docker,Docker,,
65586,24477,Ruby,Ruby,,,,,,
65587,24477,SQL,SQL,,,,,,
65588,24478,Python,C,Microsoft SQL Server,SQLite,Linux,Kubernetes,,
65589,24478,,Python,MySQL,,Windows,Linux,,
65590,24478,,,,,,Windows,,
65591,24480,C++,C++,Other(s):,Other(s):,Android,Android,,
65592,24480,C#,C#,,,Arduino,Arduino,,
65593,24480,Java,Java,,,Windows,,,
65594,24480,JavaScript,JavaScript,,,,,,
65595,24480,,Python,,,,,,
65596,24482,Bash/Shell/PowerShell,Java,Oracle,Oracle,,AWS,jQuery,Angular/Angular.js
65597,24482,Java,JavaScript,,,,,Spring,jQuery
65598,24482,JavaScript,,,,,,,Spring
65599,24482,SQL,,,,,,,
65600,24486,Python,Kotlin,Elasticsearch,Firebase,Docker,Arduino,Flask,Flask
65601,24486,R,,MySQL,MongoDB,Google Cloud Platform,AWS,,
65602,24486,SQL,,,Redis,Heroku,Docker,,
65603,24486,,,,,Linux,,,
65604,24486,,,,,Raspberry Pi,,,
65605,24490,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MongoDB,Arduino,Android,jQuery,Django
65606,24490,C,HTML/CSS,,MySQL,Docker,Docker,Laravel,Laravel
65607,24490,C++,Java,,PostgreSQL,Linux,Linux,React.js,React.js
65608,24490,HTML/CSS,JavaScript,,,Microsoft Azure,Slack,,Vue.js
65609,24490,JavaScript,PHP,,,Slack,Windows,,
65610,24490,PHP,Python,,,Windows,WordPress,,
65611,24490,Python,SQL,,,,,,
65612,24490,,TypeScript,,,,,,
65613,24491,HTML/CSS,Java,PostgreSQL,PostgreSQL,Linux,Linux,Other(s):,Other(s):
65614,24491,Java,JavaScript,,,Windows,,,
65615,24491,JavaScript,Python,,,,,,
65616,24491,Python,SQL,,,,,,
65617,24491,SQL,,,,,,,
65618,24503,F#,Bash/Shell/PowerShell,MySQL,MySQL,Docker,AWS,Angular/Angular.js,Django
65619,24503,Python,Python,,,,Docker,jQuery,Flask
65620,24503,SQL,Scala,,,,Heroku,React.js,
65621,24503,,SQL,,,,Microsoft Azure,,
65622,24504,Java,Go,Microsoft SQL Server,MongoDB,Other(s):,Android,Express,Express
65623,24504,JavaScript,JavaScript,MySQL,PostgreSQL,,Arduino,Other(s):,
65624,24504,,Kotlin,,SQLite,,,,
65625,24507,HTML/CSS,HTML/CSS,MySQL,MySQL,AWS,Arduino,jQuery,Laravel
65626,24507,JavaScript,JavaScript,Redis,Redis,Docker,AWS,React.js,React.js
65627,24507,PHP,PHP,,,Linux,Docker,,Vue.js
65628,24507,SQL,SQL,,,Raspberry Pi,Linux,,
65629,24507,,TypeScript,,,WordPress,Raspberry Pi,,
65630,24507,,,,,,WordPress,,
65631,24509,HTML/CSS,HTML/CSS,PostgreSQL,Couchbase,iOS,iOS,React.js,React.js
65632,24509,JavaScript,JavaScript,SQLite,DynamoDB,Other(s):,Other(s):,Ruby on Rails,
65633,24509,Kotlin,Kotlin,,Elasticsearch,,,,
65634,24509,Objective-C,Python,,Firebase,,,,
65635,24509,Python,Scala,,PostgreSQL,,,,
65636,24509,Scala,SQL,,Redis,,,,
65637,24509,SQL,Swift,,SQLite,,,,
65638,24509,Swift,,,,,,,
65639,24512,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Elasticsearch,Linux,Docker,jQuery,jQuery
65640,24512,HTML/CSS,HTML/CSS,MongoDB,MariaDB,Slack,Linux,,
65641,24512,JavaScript,JavaScript,MySQL,Redis,WordPress,WordPress,,
65642,24512,PHP,PHP,Redis,,,,,
65643,24512,Python,Python,,,,,,
65644,24512,SQL,Ruby,,,,,,
65645,24512,,SQL,,,,,,
65646,24515,HTML/CSS,HTML/CSS,Cassandra,MongoDB,Linux,Linux,Express,Django
65647,24515,JavaScript,JavaScript,Elasticsearch,MySQL,,,,Express
65648,24515,Python,Python,Redis,Redis,,,,React.js
65649,24515,,,SQLite,,,,,
65650,24519,Bash/Shell/PowerShell,Go,,,Docker,Linux,,Vue.js
65651,24519,Python,Python,,,Linux,,,
65652,24524,C,HTML/CSS,Firebase,MySQL,Android,Android,Angular/Angular.js,Angular/Angular.js
65653,24524,HTML/CSS,Java,MySQL,,Arduino,Docker,Spring,Spring
65654,24524,Java,Kotlin,SQLite,,Docker,Linux,,
65655,24524,JavaScript,Python,,,iOS,Raspberry Pi,,
65656,24524,Python,TypeScript,,,Linux,Slack,,
65657,24524,SQL,Other(s):,,,Raspberry Pi,,,
65658,24524,TypeScript,,,,Slack,,,
65659,24524,Other(s):,,,,,,,
65660,24525,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Android,Android,Angular/Angular.js,Express
65661,24525,Java,Java,MySQL,MongoDB,Google Cloud Platform,Google Cloud Platform,Express,React.js
65662,24525,JavaScript,JavaScript,SQLite,MySQL,Linux,Linux,React.js,
65663,24525,PHP,PHP,,SQLite,Raspberry Pi,Raspberry Pi,Spring,
65664,24525,,SQL,,,Slack,Slack,,
65665,24525,,,,,Windows,Windows,,
65666,24526,C#,JavaScript,DynamoDB,DynamoDB,AWS,AWS,React.js,React.js
65667,24526,HTML/CSS,TypeScript,MariaDB,MongoDB,MacOS,Docker,Other(s):,
65668,24526,Java,WebAssembly,Microsoft SQL Server,PostgreSQL,Slack,MacOS,,
65669,24526,JavaScript,Other(s):,MySQL,,,,,
65670,24526,Python,,Oracle,,,,,
65671,24526,,,PostgreSQL,,,,,
65672,24526,,,SQLite,,,,,
65673,24529,C#,Kotlin,SQLite,PostgreSQL,Android,Android,,
65674,24529,Java,Python,,SQLite,,,,
65675,24530,HTML/CSS,JavaScript,MongoDB,MongoDB,Slack,,,
65676,24530,JavaScript,TypeScript,MySQL,MySQL,,,,
65677,24530,Scala,,,,,,,
65678,24530,TypeScript,,,,,,,
65679,24532,HTML/CSS,HTML/CSS,MongoDB,MongoDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js
65680,24532,JavaScript,JavaScript,,,Linux,Linux,Express,Django
65681,24532,TypeScript,Python,,,,,,Express
65682,24532,,Rust,,,,,,React.js
65683,24532,,TypeScript,,,,,,
65684,24532,,WebAssembly,,,,,,
65685,24541,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,,Android,Android,Other(s):,Other(s):
65686,24541,C,C,,,Linux,Arduino,,
65687,24541,C++,C++,,,MacOS,AWS,,
65688,24541,JavaScript,Python,,,,Docker,,
65689,24541,Objective-C,,,,,Linux,,
65690,24541,Python,,,,,MacOS,,
65691,24541,SQL,,,,,Raspberry Pi,,
65692,24542,Bash/Shell/PowerShell,Assembly,DynamoDB,PostgreSQL,AWS,AWS,Angular/Angular.js,
65693,24542,Java,Go,MySQL,,Docker,Linux,Express,
65694,24542,JavaScript,Python,PostgreSQL,,Linux,MacOS,,
65695,24542,Python,R,,,MacOS,,,
65696,24542,R,Scala,,,Raspberry Pi,,,
65697,24542,Scala,,,,Windows,,,
65698,24543,HTML/CSS,C,MongoDB,Cassandra,Linux,Linux,Express,Angular/Angular.js
65699,24543,Java,C++,MySQL,Elasticsearch,Slack,Slack,jQuery,ASP.NET
65700,24543,JavaScript,C#,Redis,MongoDB,WordPress,WordPress,,Express
65701,24543,PHP,HTML/CSS,,MySQL,,,,jQuery
65702,24543,SQL,Java,,Redis,,,,Ruby on Rails
65703,24543,,JavaScript,,,,,,Vue.js
65704,24543,,Python,,,,,,
65705,24543,,R,,,,,,
65706,24543,,SQL,,,,,,
65707,24545,Bash/Shell/PowerShell,C#,Elasticsearch,Elasticsearch,Microsoft Azure,,ASP.NET,jQuery
65708,24545,C#,Java,Microsoft SQL Server,Microsoft SQL Server,Windows,,jQuery,
65709,24545,HTML/CSS,JavaScript,Oracle,Oracle,,,Spring,
65710,24545,Java,,,,,,,
65711,24545,JavaScript,,,,,,,
65712,24545,SQL,,,,,,,
65713,24545,VBA,,,,,,,
65714,24546,Assembly,Bash/Shell/PowerShell,MariaDB,,Linux,Linux,jQuery,jQuery
65715,24546,Bash/Shell/PowerShell,C++,MySQL,,Raspberry Pi,Windows,,
65716,24546,C,JavaScript,Oracle,,Windows,Other(s):,,
65717,24546,C++,SQL,PostgreSQL,,WordPress,,,
65718,24546,C#,,SQLite,,Other(s):,,,
65719,24546,HTML/CSS,,,,,,,
65720,24546,Java,,,,,,,
65721,24546,JavaScript,,,,,,,
65722,24546,Objective-C,,,,,,,
65723,24546,PHP,,,,,,,
65724,24546,SQL,,,,,,,
65725,24546,VBA,,,,,,,
65726,24547,C++,Go,Microsoft SQL Server,Cassandra,Windows,AWS,,
65727,24547,Python,Python,,Microsoft SQL Server,,Docker,,
65728,24547,SQL,SQL,,PostgreSQL,,Linux,,
65729,24547,VBA,,,,,,,
65730,24548,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,Django,Django
65731,24548,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Docker,Docker,Flask,Flask
65732,24548,JavaScript,JavaScript,MySQL,MySQL,Linux,Kubernetes,jQuery,jQuery
65733,24548,Python,Python,Redis,Redis,MacOS,Linux,Vue.js,React.js
65734,24548,Scala,Scala,Other(s):,,Raspberry Pi,MacOS,,
65735,24548,SQL,SQL,,,Slack,Raspberry Pi,,
65736,24548,Other(s):,,,,Windows,Slack,,
65737,24548,,,,,,Windows,,
65738,24550,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MariaDB,Android,Android,Django,React.js
65739,24550,C++,HTML/CSS,,,Docker,iOS,React.js,
65740,24550,HTML/CSS,Java,,,Raspberry Pi,MacOS,,
65741,24550,JavaScript,JavaScript,,,,Raspberry Pi,,
65742,24550,PHP,PHP,,,,,,
65743,24550,Python,Python,,,,,,
65744,24550,TypeScript,Scala,,,,,,
65745,24550,,SQL,,,,,,
65746,24550,,TypeScript,,,,,,
65747,24553,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Linux,Linux,Django,Flask
65748,24553,HTML/CSS,C,PostgreSQL,PostgreSQL,Windows,,Flask,
65749,24553,JavaScript,C++,,,,,jQuery,
65750,24553,Python,HTML/CSS,,,,,React.js,
65751,24553,SQL,Python,,,,,,
65752,24553,,SQL,,,,,,
65753,24553,,TypeScript,,,,,,
65754,24553,,WebAssembly,,,,,,
65755,24557,C#,C#,SQLite,,Microsoft Azure,Microsoft Azure,Angular/Angular.js,Angular/Angular.js
65756,24557,HTML/CSS,TypeScript,,,,,ASP.NET,ASP.NET
65757,24557,JavaScript,,,,,,,
65758,24564,Java,Rust,MySQL,Cassandra,Android,Linux,jQuery,Spring
65759,24564,Rust,Scala,SQLite,,Google Cloud Platform,,Spring,
65760,24564,,,,,iOS,,,
65761,24564,,,,,Linux,,,
65762,24564,,,,,Windows,,,
65763,24565,HTML/CSS,Go,MySQL,Elasticsearch,Linux,Docker,Express,Django
65764,24565,JavaScript,Python,,MongoDB,,Google Cloud Platform,jQuery,Express
65765,24565,PHP,Ruby,,Redis,,Linux,React.js,React.js
65766,24565,SQL,,,,,,Other(s):,Ruby on Rails
65767,24565,TypeScript,,,,,,,
65768,24568,HTML/CSS,HTML/CSS,MongoDB,Cassandra,Android,AWS,Express,Express
65769,24568,Java,Java,MySQL,Elasticsearch,AWS,Docker,React.js,React.js
65770,24568,JavaScript,JavaScript,Oracle,MongoDB,Docker,Linux,Spring,Spring
65771,24568,SQL,,PostgreSQL,MySQL,Linux,MacOS,,
65772,24568,,,Redis,PostgreSQL,MacOS,,,
65773,24568,,,,Redis,Windows,,,
65774,24568,,,,,WordPress,,,
65775,24569,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,Angular/Angular.js,Angular/Angular.js
65776,24569,C#,C#,,,,,ASP.NET,ASP.NET
65777,24569,HTML/CSS,SQL,,,,,,
65778,24569,Java,TypeScript,,,,,,
65779,24569,JavaScript,,,,,,,
65780,24569,SQL,,,,,,,
65781,24569,TypeScript,,,,,,,
65782,24570,HTML/CSS,Go,MySQL,PostgreSQL,Docker,AWS,Flask,Django
65783,24570,JavaScript,Python,PostgreSQL,Redis,Google Cloud Platform,Docker,jQuery,Flask
65784,24570,Python,Rust,Redis,SQLite,Linux,Google Cloud Platform,,React.js
65785,24570,,,,,Windows,Linux,,
65786,24575,Bash/Shell/PowerShell,HTML/CSS,PostgreSQL,PostgreSQL,Android,Android,Angular/Angular.js,Django
65787,24575,C++,Python,Redis,Redis,AWS,AWS,Django,Flask
65788,24575,HTML/CSS,TypeScript,SQLite,SQLite,Docker,Docker,Flask,React.js
65789,24575,JavaScript,,Other(s):,,Linux,Linux,jQuery,
65790,24575,Python,,,,Raspberry Pi,Raspberry Pi,React.js,
65791,24575,TypeScript,,,,,,,
65792,24576,C,C,,Elasticsearch,Linux,Android,,Angular/Angular.js
65793,24576,C++,C++,,MongoDB,Raspberry Pi,Kubernetes,,Django
65794,24576,Python,Go,,SQLite,,Linux,,Ruby on Rails
65795,24576,,Python,,,,Raspberry Pi,,
65796,24576,,R,,,,,,
65797,24576,,Rust,,,,,,
65798,24576,,Other(s):,,,,,,
65799,24578,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,ASP.NET,ASP.NET
65800,24578,C#,C#,SQLite,,Linux,Microsoft Azure,,
65801,24578,Go,SQL,,,Microsoft Azure,Slack,,
65802,24578,HTML/CSS,,,,Slack,Windows,,
65803,24578,JavaScript,,,,Windows,,,
65804,24578,Python,,,,,,,
65805,24578,SQL,,,,,,,
65806,24582,Java,Java,Elasticsearch,Elasticsearch,AWS,Android,,React.js
65807,24582,Kotlin,Kotlin,MySQL,MySQL,Linux,AWS,,Spring
65808,24582,,,Redis,Redis,,Docker,,
65809,24582,,,,,,Linux,,
65810,24584,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,MongoDB,Linux,Arduino,jQuery,jQuery
65811,24584,C,C,,PostgreSQL,Raspberry Pi,Linux,,
65812,24584,C++,C++,,,,,,
65813,24584,Java,Go,,,,,,
65814,24584,JavaScript,Java,,,,,,
65815,24584,Python,JavaScript,,,,,,
65816,24584,SQL,Python,,,,,,
65817,24584,,SQL,,,,,,
65818,24586,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET
65819,24586,Java,Java,SQLite,SQLite,iOS,AWS,,
65820,24586,SQL,Kotlin,,,Microsoft Azure,iOS,,
65821,24586,,SQL,,,Windows,Windows,,
65822,24586,,Swift,,,,,,
65823,24588,Bash/Shell/PowerShell,Assembly,Microsoft SQL Server,Microsoft SQL Server,AWS,Microsoft Azure,ASP.NET,ASP.NET
65824,24588,C#,Bash/Shell/PowerShell,MySQL,MySQL,Microsoft Azure,Slack,jQuery,jQuery
65825,24588,HTML/CSS,C#,Oracle,Oracle,Slack,WordPress,,
65826,24588,JavaScript,HTML/CSS,,,WordPress,,,
65827,24588,PHP,Java,,,,,,
65828,24588,SQL,JavaScript,,,,,,
65829,24588,VBA,Kotlin,,,,,,
65830,24588,,Python,,,,,,
65831,24588,,Ruby,,,,,,
65832,24588,,SQL,,,,,,
65833,24588,,WebAssembly,,,,,,
65834,24590,HTML/CSS,C,Firebase,,Android,Arduino,Angular/Angular.js,Angular/Angular.js
65835,24590,Java,R,MariaDB,,Google Cloud Platform,Google Cloud Platform,Flask,Flask
65836,24590,JavaScript,,MongoDB,,Linux,Linux,jQuery,jQuery
65837,24590,PHP,,Microsoft SQL Server,,Microsoft Azure,Microsoft Azure,,Vue.js
65838,24590,Python,,MySQL,,Slack,Slack,,
65839,24590,SQL,,PostgreSQL,,Windows,Windows,,
65840,24590,,,SQLite,,,,,
65841,24591,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,DynamoDB,Arduino,Docker,jQuery,Vue.js
65842,24591,C#,C#,PostgreSQL,Elasticsearch,AWS,Kubernetes,Other(s):,Other(s):
65843,24591,HTML/CSS,Go,,MariaDB,Windows,Slack,,
65844,24591,Java,Java,,MongoDB,,,,
65845,24591,JavaScript,JavaScript,,PostgreSQL,,,,
65846,24591,Python,Python,,,,,,
65847,24591,R,R,,,,,,
65848,24591,SQL,SQL,,,,,,
65849,24591,TypeScript,Swift,,,,,,
65850,24596,HTML/CSS,HTML/CSS,MongoDB,Elasticsearch,Linux,Docker,Other(s):,Other(s):
65851,24596,JavaScript,JavaScript,MySQL,MongoDB,,Linux,,
65852,24596,PHP,PHP,,MySQL,,,,
65853,24596,SQL,SQL,,Redis,,,,
65854,24596,,TypeScript,,,,,,
65855,24598,JavaScript,Elixir,PostgreSQL,MariaDB,,Arduino,Ruby on Rails,React.js
65856,24598,,JavaScript,,MongoDB,,Raspberry Pi,,Vue.js
65857,24598,,Python,,,,,,
65858,24600,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,MongoDB,AWS,Arduino,Angular/Angular.js,Django
65859,24600,C,Dart,Elasticsearch,PostgreSQL,Docker,AWS,Django,Flask
65860,24600,C++,Erlang,Firebase,Redis,IBM Cloud or Watson,Docker,Drupal,React.js
65861,24600,Go,Go,MariaDB,SQLite,iOS,iOS,Express,Ruby on Rails
65862,24600,HTML/CSS,HTML/CSS,MongoDB,,Linux,Linux,Flask,
65863,24600,Java,JavaScript,PostgreSQL,,MacOS,MacOS,jQuery,
65864,24600,JavaScript,Python,Redis,,Microsoft Azure,Raspberry Pi,React.js,
65865,24600,Objective-C,R,SQLite,,Raspberry Pi,,Ruby on Rails,
65866,24600,Python,Ruby,,,WordPress,,Vue.js,
65867,24600,R,Rust,,,,,,
65868,24600,Ruby,Scala,,,,,,
65869,24600,SQL,Swift,,,,,,
65870,24600,Swift,,,,,,,
65871,24600,TypeScript,,,,,,,
65872,24601,Java,Java,MariaDB,MariaDB,Android,Android,Angular/Angular.js,jQuery
65873,24601,PHP,PHP,MySQL,MySQL,Google Cloud Platform,Google Cloud Platform,jQuery,
65874,24601,,,SQLite,SQLite,iOS,Linux,,
65875,24601,,,,,Linux,Raspberry Pi,,
65876,24601,,,,,Raspberry Pi,Windows,,
65877,24601,,,,,Windows,WordPress,,
65878,24601,,,,,WordPress,,,
65879,24610,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,ASP.NET
65880,24610,HTML/CSS,HTML/CSS,,MySQL,Arduino,Arduino,ASP.NET,React.js
65881,24610,JavaScript,JavaScript,,PostgreSQL,Linux,Docker,jQuery,
65882,24610,SQL,PHP,,,Microsoft Azure,Linux,,
65883,24610,VBA,Python,,,Raspberry Pi,Microsoft Azure,,
65884,24610,,R,,,,Raspberry Pi,,
65885,24610,,SQL,,,,Windows,,
65886,24612,C#,C#,MySQL,Firebase,Android,Android,jQuery,Spring
65887,24612,Java,Java,SQLite,MongoDB,Windows,Windows,,Vue.js
65888,24612,Kotlin,Kotlin,,MySQL,,,,
65889,24612,,,,PostgreSQL,,,,
65890,24612,,,,SQLite,,,,
65891,24613,JavaScript,Go,Elasticsearch,Elasticsearch,Docker,AWS,Express,Express
65892,24613,,JavaScript,MongoDB,MongoDB,Linux,Docker,React.js,React.js
65893,24613,,TypeScript,,,MacOS,Kubernetes,,
65894,24613,,,,,Slack,Linux,,
65895,24613,,,,,,MacOS,,
65896,24613,,,,,,Slack,,
65897,24614,Bash/Shell/PowerShell,C++,Microsoft SQL Server,PostgreSQL,Android,Android,,
65898,24614,C++,C#,MySQL,SQLite,Linux,Linux,,
65899,24614,C#,Go,PostgreSQL,,Windows,,,
65900,24614,Go,Python,SQLite,,,,,
65901,24614,HTML/CSS,SQL,,,,,,
65902,24614,JavaScript,WebAssembly,,,,,,
65903,24614,Python,,,,,,,
65904,24614,SQL,,,,,,,
65905,24614,TypeScript,,,,,,,
65906,24617,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Android,,
65907,24617,Rust,Dart,SQLite,,,Google Cloud Platform,,
65908,24617,,Go,,,,Windows,,
65909,24617,,Python,,,,,,
65910,24617,,Rust,,,,,,
65911,24618,HTML/CSS,HTML/CSS,MySQL,MySQL,,,Laravel,Laravel
65912,24618,JavaScript,JavaScript,,,,,,
65913,24618,PHP,PHP,,,,,,
65914,24619,HTML/CSS,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,Android,Android,jQuery,jQuery
65915,24619,Java,Java,MySQL,MySQL,Windows,Windows,Spring,Spring
65916,24619,JavaScript,JavaScript,SQLite,SQLite,,,,
65917,24619,SQL,SQL,,,,,,
65918,24620,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Android,jQuery,jQuery
65919,24620,HTML/CSS,HTML/CSS,MySQL,MySQL,,iOS,Laravel,Laravel
65920,24620,JavaScript,JavaScript,,SQLite,,Windows,React.js,React.js
65921,24620,PHP,PHP,,,,,,
65922,24620,SQL,SQL,,,,,,
65923,24623,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET
65924,24623,C#,C#,,,Windows,Windows,jQuery,jQuery
65925,24623,HTML/CSS,HTML/CSS,,,,,React.js,React.js
65926,24623,JavaScript,JavaScript,,,,,,
65927,24623,SQL,SQL,,,,,,
65928,24623,,TypeScript,,,,,,
65929,24628,C#,Swift,Microsoft SQL Server,,Android,Arduino,ASP.NET,Angular/Angular.js
65930,24628,HTML/CSS,,Redis,,Microsoft Azure,iOS,jQuery,React.js
65931,24628,JavaScript,,,,Slack,Raspberry Pi,Ruby on Rails,
65932,24628,Ruby,,,,Windows,,,
65933,24628,SQL,,,,,,,
65934,24631,HTML/CSS,JavaScript,MySQL,Cassandra,Linux,Docker,Angular/Angular.js,Django
65935,24631,JavaScript,PHP,,Elasticsearch,,Linux,Django,Laravel
65936,24631,PHP,Python,,MySQL,,,jQuery,React.js
65937,24631,Python,SQL,,PostgreSQL,,,,
65938,24631,SQL,,,Redis,,,,
65939,24631,TypeScript,,,,,,,
65940,24635,Bash/Shell/PowerShell,HTML/CSS,MariaDB,MariaDB,Linux,Android,Drupal,Express
65941,24635,C#,JavaScript,Microsoft SQL Server,MongoDB,Windows,Linux,jQuery,Vue.js
65942,24635,HTML/CSS,PHP,SQLite,Microsoft SQL Server,,,,
65943,24635,JavaScript,SQL,,SQLite,,,,
65944,24635,PHP,TypeScript,,,,,,
65945,24635,SQL,WebAssembly,,,,,,
65946,24637,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,Angular/Angular.js
65947,24637,HTML/CSS,HTML/CSS,MySQL,MySQL,Windows,Windows,jQuery,ASP.NET
65948,24637,JavaScript,JavaScript,Oracle,,,,,Drupal
65949,24637,SQL,PHP,,,,,,jQuery
65950,24637,,SQL,,,,,,
65951,24639,C++,C++,,,Linux,Linux,,
65952,24639,Python,Erlang,,,,,,
65953,24639,,Rust,,,,,,
65954,24639,,Other(s):,,,,,,
65955,24640,Objective-C,Rust,Couchbase,MongoDB,Arduino,Arduino,Express,Express
65956,24640,Python,Swift,Firebase,,Heroku,Heroku,,
65957,24640,Swift,,MongoDB,,iOS,iOS,,
65958,24640,,,SQLite,,MacOS,MacOS,,
65959,24640,,,,,Slack,Raspberry Pi,,
65960,24640,,,,,WordPress,Slack,,
65961,24645,C,Python,Microsoft SQL Server,SQLite,Microsoft Azure,AWS,ASP.NET,Angular/Angular.js
65962,24645,C++,TypeScript,,,,Google Cloud Platform,jQuery,React.js
65963,24645,C#,,,,,,,Vue.js
65964,24645,HTML/CSS,,,,,,,
65965,24645,JavaScript,,,,,,,
65966,24645,SQL,,,,,,,
65967,24648,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,AWS,AWS,,ASP.NET
65968,24648,C#,C#,Microsoft SQL Server,Microsoft SQL Server,,Docker,,React.js
65969,24648,Python,Go,,MySQL,,Google Cloud Platform,,Vue.js
65970,24648,SQL,JavaScript,,PostgreSQL,,Kubernetes,,
65971,24648,,Python,,Redis,,Raspberry Pi,,
65972,24651,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MySQL,AWS,AWS,ASP.NET,jQuery
65973,24651,C#,C++,MySQL,,Windows,Linux,jQuery,
65974,24651,HTML/CSS,HTML/CSS,,,,,,
65975,24651,JavaScript,JavaScript,,,,,,
65976,24651,PHP,PHP,,,,,,
65977,24651,SQL,SQL,,,,,,
65978,24651,Other(s):,,,,,,,
65979,24652,Bash/Shell/PowerShell,Bash/Shell/PowerShell,,Elasticsearch,AWS,Android,Flask,Flask
65980,24652,HTML/CSS,HTML/CSS,,MariaDB,Docker,AWS,React.js,React.js
65981,24652,Java,JavaScript,,Microsoft SQL Server,Linux,Docker,Spring,
65982,24652,JavaScript,Python,,MySQL,Windows,Kubernetes,,
65983,24652,Python,Rust,,PostgreSQL,,Linux,,
65984,24652,SQL,SQL,,Redis,,Raspberry Pi,,
65985,24652,TypeScript,TypeScript,,SQLite,,Windows,,
65986,24652,,WebAssembly,,,,,,
65987,24653,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Cassandra,AWS,Docker,Django,Django
65988,24653,HTML/CSS,F#,MongoDB,Elasticsearch,Docker,Linux,Flask,Flask
65989,24653,JavaScript,Go,MySQL,MariaDB,Linux,,jQuery,React.js
65990,24653,Python,Kotlin,Oracle,MySQL,Slack,,React.js,Vue.js
65991,24653,SQL,Python,PostgreSQL,PostgreSQL,,,,
65992,24653,,Rust,Redis,Redis,,,,
65993,24653,,Scala,SQLite,,,,,
65994,24653,,,Other(s):,,,,,
65995,24656,C#,Swift,MySQL,DynamoDB,AWS,iOS,Angular/Angular.js,
65996,24656,HTML/CSS,,PostgreSQL,Elasticsearch,Docker,,Express,
65997,24656,JavaScript,,Redis,MongoDB,,,React.js,
65998,24656,SQL,,,,,,,
65999,24656,TypeScript,,,,,,,
66000,24659,Bash/Shell/PowerShell,C#,Cassandra,Microsoft SQL Server,AWS,,ASP.NET,
66001,24659,C#,SQL,Elasticsearch,Oracle,Windows,,Spring,
66002,24659,Java,,Microsoft SQL Server,,,,,
66003,24659,SQL,,Oracle,,,,,
